id,itemCode,itemName,category,subcategory,unitOfMeasure,location,trackerGroup,batchControlled,fefoEnabled,minimumStock,maximumStock,reorderLevel,standardShelfLife,manufacturer,supplier,msdsRequired,msdsLink,fifoRequired,remarks,status,createdAt,updatedAt
ae44a573-04ff-4263-8aa5-c4c2efef4b6a,HSE-052,Reflective Tape Barrier ,HSE,HSE Signage / Barricade,Roll,W15-Floor ,,TRUE,FALSE,2,30,5,360,,,FALSE,,FALSE,,Active,2026-06-18T09:50:50.239Z,2026-06-18T09:50:50.239Z
b63bcdcd-1803-4343-8525-9515a855ad92,PPE-053,H2S Mask Drager,PPE,Multi Detected Mask ,Piece,W15-Z01-Con-SR02-L03,PPE,TRUE,TRUE,1,5,1,360,,,FALSE,,TRUE,,Active,2026-06-18T09:54:02.205Z,2026-06-18T09:54:02.205Z
a72f626b-68fe-4def-aea2-119a468ff285,PPE-054,M3 Paint Spray Filter,PPE,Filters ,Piece,W15-Z01-Con-SR02-L05,,TRUE,TRUE,6,25,5,360,,,FALSE,,TRUE,,Active,2026-06-18T09:55:53.715Z,2026-06-18T09:55:53.715Z
cd6b2081-9a6c-40f3-89f2-d5311f5f1bc0,PPE-055,Lift Rise Abrove ,PPE,Lifting HSE,Pair,W15-Z01-Con-SR02-L05,,TRUE,FALSE,5,25,5,360,,,FALSE,,FALSE,,Active,2026-06-18T09:58:03.371Z,2026-06-18T09:58:03.371Z
3c28755a-7053-4153-a5d8-0aa542906382,CON-056,Mask N95,Consumable,Mask ,Piece,W15-Cab06-PPE,,TRUE,TRUE,20,100,30,360,,,FALSE,,TRUE,,Active,2026-06-18T09:59:02.050Z,2026-06-18T09:59:02.050Z
856f5fc0-15d7-438b-9d65-68b77c6dfff2,HOU-057,Coffee Mate (Carton) x15,Housekeeping,Pantry Consumable,Box,W15-SR13,,TRUE,TRUE,1,3,1,30,,,FALSE,,TRUE,,Active,2026-06-18T10:06:06.343Z,2026-06-18T10:06:06.343Z
ab460b4c-101d-4b44-9286-9af763dab651,HOU-058,"WATER Aquafina (330 ml 24 bottle), 4 Pallets",Housekeeping,Pantry Consumable,Piece,W19-Floor ,,TRUE,TRUE,1,5,1,7,,,FALSE,,TRUE,,Active,2026-06-18T10:08:04.264Z,2026-06-18T10:08:04.264Z
cbf624af-8465-4724-94f0-6d410a73d9c8,HOU-059,"Tea bag, Brand: DO GHAZAL (Carton)",Housekeeping,,Piece,W15-SR13,,TRUE,TRUE,1,3,1,15,,,FALSE,,TRUE,,Active,2026-06-18T10:09:24.931Z,2026-06-18T10:09:24.931Z
1b53921d-04a6-47cb-9071-c514983c7043,HOU-060,"Dettol Antiseptic Antibacterial Disinfectant Liquid, 500ml(Carton)",Housekeeping,,Piece,W15-Z02-Cosh-SR03-L02,,TRUE,TRUE,1,3,1,60,,,FALSE,,TRUE,,Active,2026-06-18T10:10:48.323Z,2026-06-18T10:10:48.323Z
44fc4989-e671-4f08-86c5-3735a00aaa6c,HOU-061,Anchor Milk (Carton)x24,Housekeeping,,Piece,W15-SR13,,TRUE,TRUE,1,3,1,30,,,FALSE,,TRUE,,Active,2026-06-18T10:11:48.075Z,2026-06-18T10:11:48.075Z
eb1f85cd-0c7a-427b-9f46-af9aefdc5738,HOU-062,"Liquid Hand SOAP, brand: Fine Aloud 12 Pcs (Box=12Ea)",Housekeeping,,Piece,W15-Z02-Cosh-Sr04-L02,,TRUE,TRUE,4,8,2,60,,,FALSE,,TRUE,,Active,2026-06-18T10:13:26.456Z,2026-06-18T10:13:26.456Z
2a1e4e96-e5bb-4133-a78c-8171205b8e96,HOU-063,"Coffee Gold, 6 PCS in Box",Housekeeping,,Piece,W15-SR13,,TRUE,TRUE,6,36,6,30,,,FALSE,,TRUE,,Active,2026-06-18T10:14:44.515Z,2026-06-18T10:14:44.515Z
0c42570c-01c0-4577-aa4d-281cce349e47,HOU-064,Air Freshener Rashosh(Carton),Housekeeping,,Piece,W15-Z02-Cosh-SR04-L01,,TRUE,TRUE,2,10,2,30,,,FALSE,,TRUE,,Active,2026-06-18T10:20:21.026Z,2026-06-18T10:20:21.026Z
203618da-5193-4743-8654-9cdc16b6ef68,PPE-065,"Garbage Bags 70 x90, Black color (Carton)x22",PPE,,Piece,W15-Sr14,,TRUE,FALSE,5,24,3,30,,,FALSE,,FALSE,,Active,2026-06-18T10:21:24.617Z,2026-06-18T10:21:24.617Z
